data_id,"capid","sku","payment_type",term,annual_mileage,custom_cash_deposit_minimum,custom_cash_deposit_maximum,manufacture_deposit,payment_amount,optional_final_payment,finance_facility_fee,purchase_fee,representative_apr,interest_rate,mileage_over_term_of_contract,excess_mileage_charge,price_of_the_car_for_validation,"creation_time","update_time"
1687,"57835","0","pcp",30,19000,150.00,8750.00,1000.00,496.42,5512.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1688,"57835","0","pcp",30,20000,150.00,8750.00,1000.00,499.97,5397.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1689,"57835","0","pcp",30,21000,150.00,8750.00,1000.00,501.94,5333.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1690,"57835","0","pcp",30,22000,150.00,8750.00,1000.00,504.90,5238.13,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1691,"57835","0","pcp",30,23000,150.00,8750.00,1000.00,506.87,5174.38,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1692,"57835","0","pcp",30,24000,150.00,8750.00,1000.00,509.83,5078.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1693,"57835","0","pcp",30,25000,150.00,8750.00,1000.00,511.67,5019.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1694,"57835","0","pcp",30,26000,150.00,8750.00,1000.00,514.43,4930.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1695,"57835","0","pcp",30,27000,150.00,8750.00,1000.00,516.27,4870.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1696,"57835","0","pcp",30,28000,150.00,8750.00,1000.00,519.03,4781.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1697,"57835","0","pcp",30,29000,150.00,8750.00,1000.00,520.87,4721.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1698,"57835","0","pcp",30,30000,150.00,8750.00,1000.00,523.63,4632.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1699,"57835","0","pcp",36,6000,150.00,8750.00,1000.00,414.82,5856.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1700,"57835","0","pcp",36,7000,150.00,8750.00,1000.00,416.82,5777.88,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1701,"57835","0","pcp",36,8000,150.00,8750.00,1000.00,418.60,5707.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1702,"57835","0","pcp",36,9000,150.00,8750.00,1000.00,420.38,5637.63,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1703,"57835","0","pcp",36,10000,150.00,8750.00,1000.00,422.16,5567.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1704,"57835","0","pcp",36,11000,150.00,8750.00,1000.00,424.43,5478.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1705,"57835","0","pcp",36,12000,150.00,8750.00,1000.00,426.70,5389.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1706,"57835","0","pcp",36,13000,150.00,8750.00,1000.00,428.96,5299.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1707,"57835","0","pcp",36,14000,150.00,8750.00,1000.00,431.34,5206.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1708,"57835","0","pcp",36,15000,150.00,8750.00,1000.00,433.77,5110.63,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1709,"57835","0","pcp",36,16000,150.00,8750.00,1000.00,436.19,5015.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1710,"57835","0","pcp",36,17000,150.00,8750.00,1000.00,438.57,4921.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1711,"57835","0","pcp",36,18000,150.00,8750.00,1000.00,440.84,4832.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1712,"57835","0","pcp",36,19000,150.00,8750.00,1000.00,443.10,4743.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1713,"57835","0","pcp",36,20000,150.00,8750.00,1000.00,445.37,4653.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1714,"57835","0","pcp",36,21000,150.00,8750.00,1000.00,447.47,4570.88,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1715,"57835","0","pcp",36,22000,150.00,8750.00,1000.00,449.58,4488.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1716,"57835","0","pcp",36,23000,150.00,8750.00,1000.00,451.68,4405.13,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1717,"57835","0","pcp",36,24000,150.00,8750.00,1000.00,453.79,4322.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1718,"57835","0","pcp",36,25000,150.00,8750.00,1000.00,455.89,4239.38,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1719,"57835","0","pcp",36,26000,150.00,8750.00,1000.00,458.00,4156.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1720,"57835","0","pcp",36,27000,150.00,8750.00,1000.00,459.89,4082.13,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1721,"57835","0","pcp",36,28000,150.00,8750.00,1000.00,461.34,4024.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1722,"57835","0","pcp",36,29000,150.00,8750.00,1000.00,462.80,3967.38,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1723,"57835","0","pcp",36,30000,150.00,8750.00,1000.00,464.26,3910.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1724,"57835","0","pcp",42,6000,150.00,8750.00,1000.00,372.85,5452.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1725,"57835","0","pcp",42,7000,150.00,8750.00,1000.00,374.76,5363.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1726,"57835","0","pcp",42,8000,150.00,8750.00,1000.00,377.31,5244.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1727,"57835","0","pcp",42,9000,150.00,8750.00,1000.00,379.23,5155.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1728,"57835","0","pcp",42,10000,150.00,8750.00,1000.00,381.78,5036.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1729,"57835","0","pcp",42,11000,150.00,8750.00,1000.00,383.70,4947.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1730,"57835","0","pcp",42,12000,150.00,8750.00,1000.00,386.34,4823.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1731,"57835","0","pcp",42,13000,150.00,8750.00,1000.00,388.39,4728.12,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1732,"57835","0","pcp",42,14000,150.00,8750.00,1000.00,391.13,4600.63,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1733,"57835","0","pcp",42,15000,150.00,8750.00,1000.00,392.99,4513.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1734,"57835","0","pcp",42,16000,150.00,8750.00,1000.00,395.36,4403.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1735,"57835","0","pcp",42,17000,150.00,8750.00,1000.00,397.14,4320.12,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1736,"57835","0","pcp",42,18000,150.00,8750.00,1000.00,399.38,4216.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1737,"57835","0","pcp",42,19000,150.00,8750.00,1000.00,401.02,4139.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1738,"57835","0","pcp",42,20000,150.00,8750.00,1000.00,403.20,4037.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1739,"57835","0","pcp",42,21000,150.00,8750.00,1000.00,404.84,3961.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1740,"57835","0","pcp",42,22000,150.00,8750.00,1000.00,407.03,3859.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1741,"57835","0","pcp",42,23000,150.00,8750.00,1000.00,408.67,3782.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1742,"57835","0","pcp",42,24000,150.00,8750.00,1000.00,410.50,3697.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1743,"57835","0","pcp",42,25000,150.00,8750.00,1000.00,411.86,3633.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1744,"57835","0","pcp",42,26000,150.00,8750.00,1000.00,413.64,3550.88,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1745,"57835","0","pcp",42,27000,150.00,8750.00,1000.00,414.87,3493.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1746,"57835","0","pcp",42,28000,150.00,8750.00,1000.00,416.51,3417.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1747,"57835","0","pcp",42,29000,150.00,8750.00,1000.00,417.74,3359.62,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1748,"57835","0","pcp",42,30000,150.00,8750.00,1000.00,419.38,3283.13,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1749,"57835","0","pcp",48,6000,150.00,8750.00,1000.00,342.59,4972.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1750,"57835","0","pcp",48,7000,150.00,8750.00,1000.00,344.95,4845.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1751,"57835","0","pcp",48,8000,150.00,8750.00,1000.00,347.31,4717.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1752,"57835","0","pcp",48,9000,150.00,8750.00,1000.00,349.67,4590.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1753,"57835","0","pcp",48,10000,150.00,8750.00,1000.00,352.02,4462.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1754,"57835","0","pcp",48,11000,150.00,8750.00,1000.00,354.22,4343.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1755,"57835","0","pcp",48,12000,150.00,8750.00,1000.00,356.43,4224.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1756,"57835","0","pcp",48,13000,150.00,8750.00,1000.00,358.55,4109.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1757,"57835","0","pcp",48,14000,150.00,8750.00,1000.00,360.59,3999.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1758,"57835","0","pcp",48,15000,150.00,8750.00,1000.00,362.63,3888.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1759,"57835","0","pcp",48,16000,150.00,8750.00,1000.00,364.36,3795.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1760,"57835","0","pcp",48,17000,150.00,8750.00,1000.00,366.09,3701.75,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1761,"57835","0","pcp",48,18000,150.00,8750.00,1000.00,367.74,3612.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1762,"57835","0","pcp",48,19000,150.00,8750.00,1000.00,369.31,3527.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1763,"57835","0","pcp",48,20000,150.00,8750.00,1000.00,370.89,3442.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1764,"57835","0","pcp",48,21000,150.00,8750.00,1000.00,372.61,3349.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1765,"57835","0","pcp",48,22000,150.00,8750.00,1000.00,374.34,3255.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1766,"57835","0","pcp",48,23000,150.00,8750.00,1000.00,375.92,3170.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1767,"57835","0","pcp",48,24000,150.00,8750.00,1000.00,377.33,3094.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1768,"57835","0","pcp",48,25000,150.00,8750.00,1000.00,378.74,3017.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1769,"57835","0","pcp",48,26000,150.00,8750.00,1000.00,380.16,2941.00,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1770,"57835","0","pcp",48,27000,150.00,8750.00,1000.00,381.57,2864.50,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1771,"57835","0","pcp",48,28000,150.00,8750.00,1000.00,382.91,2792.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1772,"57835","0","pcp",48,29000,150.00,8750.00,1000.00,384.17,2724.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1773,"57835","0","pcp",48,30000,150.00,8750.00,1000.00,385.43,2656.25,0.00,0.00,5.90,3.04,0,14.90,20095.00,NULL,NULL
1774,"62119","0","hp",12,0,150.00,13915.00,0.00,1410.87,0.00,0.00,0.00,5.90,3.05,0,0.00,16915.00,NULL,NULL
1775,"62119","0","hp",42,0,150.00,13915.00,0.00,432.38,0.00,0.00,0.00,5.90,2.99,0,0.00,16915.00,NULL,NULL
1776,"62119","0","hp",48,0,150.00,13915.00,0.00,383.60,0.00,0.00,0.00,5.90,2.99,0,0.00,16915.00,NULL,NULL
1777,"62119","0","hp",60,0,150.00,13915.00,0.00,315.41,0.00,0.00,0.00,5.90,2.99,0,0.00,16915.00,NULL,NULL
1778,"62120","0","hp",12,0,150.00,15515.00,0.00,1548.39,0.00,0.00,0.00,5.90,3.05,0,0.00,18515.00,NULL,NULL
1779,"62120","0","hp",24,0,150.00,15515.00,1750.00,719.02,0.00,0.00,0.00,5.90,3.05,0,0.00,18515.00,NULL,NULL
1780,"62120","0","hp",36,0,150.00,15515.00,1750.00,492.94,0.00,0.00,0.00,5.90,3.05,0,0.00,18515.00,NULL,NULL
1781,"62120","0","hp",42,0,150.00,15515.00,0.00,474.53,0.00,0.00,0.00,5.90,2.99,0,0.00,18515.00,NULL,NULL
1782,"62120","0","hp",48,0,150.00,15515.00,0.00,420.99,0.00,0.00,0.00,5.90,2.99,0,0.00,18515.00,NULL,NULL
1783,"62120","0","hp",60,0,150.00,15515.00,0.00,346.16,0.00,0.00,0.00,5.90,2.99,0,0.00,18515.00,NULL,NULL
1784,"62120","0","pcp",24,6000,150.00,8750.00,1750.00,409.07,7900.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1785,"62120","0","pcp",24,7000,150.00,8750.00,1750.00,411.74,7832.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1786,"62120","0","pcp",24,8000,150.00,8750.00,1750.00,414.41,7764.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1787,"62120","0","pcp",24,9000,150.00,8750.00,1750.00,417.07,7696.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1788,"62120","0","pcp",24,10000,150.00,8750.00,1750.00,419.74,7628.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1789,"62120","0","pcp",24,11000,150.00,8750.00,1750.00,422.24,7565.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1790,"62120","0","pcp",24,12000,150.00,8750.00,1750.00,424.74,7501.25,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1791,"62120","0","pcp",24,13000,150.00,8750.00,1750.00,427.24,7437.50,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1792,"62120","0","pcp",24,14000,150.00,8750.00,1750.00,429.74,7373.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1793,"62120","0","pcp",24,15000,150.00,8750.00,1750.00,432.25,7310.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1794,"62120","0","pcp",24,16000,150.00,8750.00,1750.00,435.08,7237.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1795,"62120","0","pcp",24,17000,150.00,8750.00,1750.00,437.91,7165.50,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1796,"62120","0","pcp",24,18000,150.00,8750.00,1750.00,440.75,7093.25,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1797,"62120","0","pcp",24,19000,150.00,8750.00,1750.00,443.58,7021.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1798,"62120","0","pcp",24,20000,150.00,8750.00,1750.00,446.42,6948.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1799,"62120","0","pcp",24,21000,150.00,8750.00,1750.00,449.58,6868.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1800,"62120","0","pcp",24,22000,150.00,8750.00,1750.00,452.75,6787.25,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1801,"62120","0","pcp",24,23000,150.00,8750.00,1750.00,455.92,6706.50,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1802,"62120","0","pcp",24,24000,150.00,8750.00,1750.00,459.09,6625.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1803,"62120","0","pcp",24,25000,150.00,8750.00,1750.00,462.26,6545.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1804,"62120","0","pcp",24,26000,150.00,8750.00,1750.00,465.42,6464.25,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1805,"62120","0","pcp",24,27000,150.00,8750.00,1750.00,468.59,6383.50,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1806,"62120","0","pcp",24,28000,150.00,8750.00,1750.00,471.76,6302.75,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1807,"62120","0","pcp",24,29000,150.00,8750.00,1750.00,474.93,6222.00,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1808,"62120","0","pcp",24,30000,150.00,8750.00,1750.00,478.10,6141.25,0.00,0.00,5.90,3.05,0,14.90,18515.00,NULL,NULL
1809,"62120","0","pcp",30,6000,150.00,8750.00,1750.00,351.34,7501.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1810,"62120","0","pcp",30,7000,150.00,8750.00,1750.00,353.44,7433.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1811,"62120","0","pcp",30,8000,150.00,8750.00,1750.00,356.60,7331.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1812,"62120","0","pcp",30,9000,150.00,8750.00,1750.00,358.57,7267.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1813,"62120","0","pcp",30,10000,150.00,8750.00,1750.00,361.53,7171.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1814,"62120","0","pcp",30,11000,150.00,8750.00,1750.00,363.50,7108.12,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1815,"62120","0","pcp",30,12000,150.00,8750.00,1750.00,366.45,7012.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1816,"62120","0","pcp",30,13000,150.00,8750.00,1750.00,368.56,6944.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1817,"62120","0","pcp",30,14000,150.00,8750.00,1750.00,371.71,6842.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1818,"62120","0","pcp",30,15000,150.00,8750.00,1750.00,373.82,6774.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1819,"62120","0","pcp",30,16000,150.00,8750.00,1750.00,376.97,6672.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1820,"62120","0","pcp",30,17000,150.00,8750.00,1750.00,379.47,6591.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1821,"62120","0","pcp",30,18000,150.00,8750.00,1750.00,383.21,6470.63,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1822,"62120","0","pcp",30,19000,150.00,8750.00,1750.00,385.71,6389.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1823,"62120","0","pcp",30,20000,150.00,8750.00,1750.00,389.46,6268.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1824,"62120","0","pcp",30,21000,150.00,8750.00,1750.00,391.69,6196.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1825,"62120","0","pcp",30,22000,150.00,8750.00,1750.00,395.04,6088.13,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1826,"62120","0","pcp",30,23000,150.00,8750.00,1750.00,397.28,6015.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1827,"62120","0","pcp",30,24000,150.00,8750.00,1750.00,400.63,5907.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1828,"62120","0","pcp",30,25000,150.00,8750.00,1750.00,402.86,5835.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1829,"62120","0","pcp",30,26000,150.00,8750.00,1750.00,406.22,5726.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1830,"62120","0","pcp",30,27000,150.00,8750.00,1750.00,408.45,5654.62,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1831,"62120","0","pcp",30,28000,150.00,8750.00,1750.00,411.80,5546.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1832,"62120","0","pcp",30,29000,150.00,8750.00,1750.00,413.91,5478.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1833,"62120","0","pcp",30,30000,150.00,8750.00,1750.00,417.06,5376.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1834,"62120","0","pcp",36,6000,150.00,8750.00,1750.00,320.35,6795.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1835,"62120","0","pcp",36,7000,150.00,8750.00,1750.00,322.62,6706.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1836,"62120","0","pcp",36,8000,150.00,8750.00,1750.00,324.89,6617.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1837,"62120","0","pcp",36,9000,150.00,8750.00,1750.00,327.15,6528.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1838,"62120","0","pcp",36,10000,150.00,8750.00,1750.00,329.42,6438.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1839,"62120","0","pcp",36,11000,150.00,8750.00,1750.00,331.85,6343.13,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1840,"62120","0","pcp",36,12000,150.00,8750.00,1750.00,334.28,6247.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1841,"62120","0","pcp",36,13000,150.00,8750.00,1750.00,336.71,6151.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1842,"62120","0","pcp",36,14000,150.00,8750.00,1750.00,339.46,6043.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1843,"62120","0","pcp",36,15000,150.00,8750.00,1750.00,342.37,5928.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1844,"62120","0","pcp",36,16000,150.00,8750.00,1750.00,345.29,5814.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1845,"62120","0","pcp",36,17000,150.00,8750.00,1750.00,348.04,5705.63,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1846,"62120","0","pcp",36,18000,150.00,8750.00,1750.00,350.47,5610.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1847,"62120","0","pcp",36,19000,150.00,8750.00,1750.00,352.90,5514.38,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1848,"62120","0","pcp",36,20000,150.00,8750.00,1750.00,355.32,5418.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1849,"62120","0","pcp",36,21000,150.00,8750.00,1750.00,357.92,5316.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1850,"62120","0","pcp",36,22000,150.00,8750.00,1750.00,360.51,5214.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1851,"62120","0","pcp",36,23000,150.00,8750.00,1750.00,363.10,5112.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1852,"62120","0","pcp",36,24000,150.00,8750.00,1750.00,365.47,5019.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1853,"62120","0","pcp",36,25000,150.00,8750.00,1750.00,367.74,4930.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1854,"62120","0","pcp",36,26000,150.00,8750.00,1750.00,370.00,4840.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1855,"62120","0","pcp",36,27000,150.00,8750.00,1750.00,372.22,4753.63,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1856,"62120","0","pcp",36,28000,150.00,8750.00,1750.00,374.32,4670.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1857,"62120","0","pcp",36,29000,150.00,8750.00,1750.00,376.43,4587.88,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1858,"62120","0","pcp",36,30000,150.00,8750.00,1750.00,378.53,4505.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1859,"62120","0","pcp",42,6000,150.00,8750.00,1750.00,289.05,6498.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1860,"62120","0","pcp",42,7000,150.00,8750.00,1750.00,290.69,6421.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1861,"62120","0","pcp",42,8000,150.00,8750.00,1750.00,292.88,6319.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1862,"62120","0","pcp",42,9000,150.00,8750.00,1750.00,294.61,6239.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1863,"62120","0","pcp",42,10000,150.00,8750.00,1750.00,297.16,6120.00,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1864,"62120","0","pcp",42,11000,150.00,8750.00,1750.00,299.08,6030.75,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1865,"62120","0","pcp",42,12000,150.00,8750.00,1750.00,301.81,5903.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1866,"62120","0","pcp",42,13000,150.00,8750.00,1750.00,304.00,5801.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1867,"62120","0","pcp",42,14000,150.00,8750.00,1750.00,306.92,5665.25,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
1868,"62120","0","pcp",42,15000,150.00,8750.00,1750.00,309.01,5567.50,0.00,0.00,5.90,3.04,0,14.90,18515.00,NULL,NULL
